ID,Timestamp,Content
vehicle_raspberry_2,1579275879520342991,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275879540156329,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275879560104909,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275879580098568,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275879600128408,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275879620092106,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275879640112538,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275879660112040,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275879680091842,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275879700171865,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275879720098960,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275879740159814,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275879760156967,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275879780088606,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275879800148047,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275879820111877,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275879840098116,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275879860127725,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275879880094663,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275879900096327,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275879920116445,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275879940091152,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275879960108143,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275879980099348,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880000097921,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880020127890,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880040090257,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880060086497,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880080113928,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880100077782,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880120108779,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880140108402,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880160095370,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880180136341,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880200147814,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880220097332,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880240121208,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880260091759,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880280273256,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880300086726,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880320087374,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880341822562,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880360095017,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880380100724,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880400124242,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880420089445,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880440121836,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880460093261,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880480117218,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880500109297,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880520095284,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880540464387,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880560103263,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880580090936,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880600140397,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880620170042,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880640128896,"vehicle_raspberry_2"
vehicle_raspberry_2,1579275880660114535,"vehicle_raspberry_2"
