world_x; world_y; image_x; image_y;
0.1000; 0.1000; 1955.5233; 223.9297; 
0.1000; 0.2000; 1957.9287; 266.3973; 
0.1000; 0.3000; 1960.1641; 309.1385; 
0.1000; 0.4000; 1962.2953; 352.1652; 
0.1000; 0.5000; 1964.5381; 395.2710; 
0.1000; 0.6000; 1966.7927; 438.3874; 
0.1000; 0.7000; 1969.0533; 481.7461; 
0.1000; 0.8000; 1971.2106; 525.1254; 
0.1000; 0.9000; 1973.4495; 568.7506; 
0.1000; 1.0000; 1975.6691; 612.4798; 
0.1000; 1.1000; 1977.8385; 656.3452; 
0.1000; 1.2000; 1980.0636; 700.3510; 
0.1000; 1.3000; 1982.0223; 744.5510; 
0.1000; 1.4000; 1983.8265; 788.8319; 
0.1000; 1.5000; 1985.5023; 833.2372; 
0.1000; 1.6000; 1987.3325; 877.7288; 
0.1000; 1.7000; 1989.1538; 922.2710; 
0.1000; 1.8000; 1990.4376; 966.9832; 
0.1000; 1.9000; 1991.4963; 1011.7022; 
0.1000; 2.0000; 1992.4714; 1056.4579; 
0.1000; 2.1000; 1993.2368; 1101.2173; 
0.1000; 2.2000; 1994.2155; 1145.9237; 
0.1000; 2.3000; 1994.7220; 1190.6318; 
0.1000; 2.4000; 1995.1669; 1235.1910; 
0.1000; 2.5000; 1995.5547; 1279.7930; 
0.1000; 2.6000; 1995.8722; 1324.2930; 
0.1000; 2.7000; 1996.3400; 1368.7860; 
0.1000; 2.8000; 1996.5494; 1413.1450; 
0.1000; 2.9000; 1996.6567; 1457.3102; 
0.1000; 3.0000; 1996.7350; 1501.4800; 
0.1000; 3.1000; 1996.7876; 1545.5598; 
0.1000; 3.2000; 1996.7899; 1589.4827; 
0.1000; 3.3000; 1996.4948; 1633.1224; 
0.1000; 3.4000; 1996.3590; 1676.8082; 
0.1000; 3.5000; 1996.0328; 1720.2371; 
0.1000; 3.6000; 1996.1387; 1763.8909; 
0.1000; 3.7000; 1996.0969; 1807.2047; 
0.1000; 3.8000; 1996.3702; 1850.8470; 
0.1000; 3.9000; 1996.9427; 1894.6986; 
0.2000; 0.1000; 1913.0127; 223.5761; 
0.2000; 0.2000; 1915.6396; 265.9126; 
0.2000; 0.3000; 1917.8705; 308.7007; 
0.2000; 0.4000; 1920.1311; 351.6048; 
0.2000; 0.5000; 1922.3859; 394.7190; 
0.2000; 0.6000; 1924.7333; 437.9057; 
0.2000; 0.7000; 1927.0491; 481.1770; 
0.2000; 0.8000; 1929.3627; 524.6875; 
0.2000; 0.9000; 1931.8098; 568.1948; 
0.2000; 1.0000; 1934.1139; 612.0284; 
0.2000; 1.1000; 1936.4720; 655.9515; 
0.2000; 1.2000; 1938.6929; 700.1139; 
0.2000; 1.3000; 1940.5471; 744.3713; 
0.2000; 1.4000; 1942.3905; 788.8564; 
0.2000; 1.5000; 1944.0995; 833.3983; 
0.2000; 1.6000; 1945.9890; 878.0311; 
0.2000; 1.7000; 1947.6500; 922.8087; 
0.2000; 1.8000; 1949.1217; 967.6252; 
0.2000; 1.9000; 1950.1793; 1012.5029; 
0.2000; 2.0000; 1951.2000; 1057.3860; 
0.2000; 2.1000; 1952.0179; 1102.2756; 
0.2000; 2.2000; 1952.9088; 1147.2222; 
0.2000; 2.3000; 1953.5398; 1192.0746; 
0.2000; 2.4000; 1953.8890; 1236.8416; 
0.2000; 2.5000; 1954.1925; 1281.5278; 
0.2000; 2.6000; 1954.4678; 1326.1976; 
0.2000; 2.7000; 1954.8114; 1370.8087; 
0.2000; 2.8000; 1954.9095; 1415.2150; 
0.2000; 2.9000; 1954.8336; 1459.5065; 
0.2000; 3.0000; 1954.8257; 1503.7191; 
0.2000; 3.1000; 1954.8499; 1547.8579; 
0.2000; 3.2000; 1954.7325; 1591.7698; 
0.2000; 3.3000; 1954.3717; 1635.5476; 
0.2000; 3.4000; 1954.1741; 1679.2144; 
0.2000; 3.5000; 1953.9171; 1722.7410; 
0.2000; 3.6000; 1953.6218; 1766.0762; 
0.2000; 3.7000; 1953.3375; 1809.3271; 
0.2000; 3.8000; 1953.3032; 1852.6995; 
0.2000; 3.9000; 1953.5419; 1896.1934; 
0.3000; 0.1000; 1870.9050; 222.7143; 
0.3000; 0.2000; 1873.4170; 265.1959; 
0.3000; 0.3000; 1875.8943; 307.8708; 
0.3000; 0.4000; 1878.0837; 350.8647; 
0.3000; 0.5000; 1880.4615; 393.9319; 
0.3000; 0.6000; 1882.7024; 437.2182; 
0.3000; 0.7000; 1885.0891; 480.4989; 
0.3000; 0.8000; 1887.5480; 524.0013; 
0.3000; 0.9000; 1890.0239; 567.6771; 
0.3000; 1.0000; 1892.4755; 611.4952; 
0.3000; 1.1000; 1894.8601; 655.4724; 
0.3000; 1.2000; 1897.0198; 699.8281; 
0.3000; 1.3000; 1898.8827; 744.2421; 
0.3000; 1.4000; 1900.6978; 788.8801; 
0.3000; 1.5000; 1902.3846; 833.5867; 
0.3000; 1.6000; 1904.2972; 878.3260; 
0.3000; 1.7000; 1906.0404; 923.1859; 
0.3000; 1.8000; 1907.3199; 968.2305; 
0.3000; 1.9000; 1908.5408; 1013.2617; 
0.3000; 2.0000; 1909.4663; 1058.3416; 
0.3000; 2.1000; 1910.2601; 1103.4266; 
0.3000; 2.2000; 1911.2620; 1148.5358; 
0.3000; 2.3000; 1912.0286; 1193.5671; 
0.3000; 2.4000; 1912.3362; 1238.4548; 
0.3000; 2.5000; 1912.6956; 1283.2925; 
0.3000; 2.6000; 1912.9131; 1328.1154; 
0.3000; 2.7000; 1913.0591; 1372.8394; 
0.3000; 2.8000; 1913.0746; 1417.3363; 
0.3000; 2.9000; 1912.9492; 1461.7240; 
0.3000; 3.0000; 1912.8727; 1505.9718; 
0.3000; 3.1000; 1912.8763; 1550.2131; 
0.3000; 3.2000; 1912.6199; 1594.1632; 
0.3000; 3.3000; 1912.1714; 1637.9238; 
0.3000; 3.4000; 1911.9691; 1681.6871; 
0.3000; 3.5000; 1911.6934; 1725.2026; 
0.3000; 3.6000; 1911.0151; 1768.4176; 
0.3000; 3.7000; 1910.6659; 1811.5624; 
0.3000; 3.8000; 1910.4003; 1854.7567; 
0.3000; 3.9000; 1910.4408; 1898.1779; 
0.4000; 0.1000; 1828.7000; 221.8402; 
0.4000; 0.2000; 1831.2933; 264.1499; 
0.4000; 0.3000; 1833.7762; 306.8750; 
0.4000; 0.4000; 1836.0479; 349.9009; 
0.4000; 0.5000; 1838.1975; 393.1430; 
0.4000; 0.6000; 1840.5001; 436.4948; 
0.4000; 0.7000; 1843.0327; 479.8041; 
0.4000; 0.8000; 1845.5323; 523.3253; 
0.4000; 0.9000; 1848.1151; 566.9374; 
0.4000; 1.0000; 1850.5928; 610.9521; 
0.4000; 1.1000; 1852.9031; 655.0953; 
0.4000; 1.2000; 1855.0326; 699.4822; 
0.4000; 1.3000; 1856.9738; 744.0828; 
0.4000; 1.4000; 1858.7411; 788.8607; 
0.4000; 1.5000; 1860.4547; 833.7357; 
0.4000; 1.6000; 1862.2880; 878.6508; 
0.4000; 1.7000; 1863.9086; 923.6950; 
0.4000; 1.8000; 1865.3585; 968.8571; 
0.4000; 1.9000; 1866.6729; 1014.0544; 
0.4000; 2.0000; 1867.5913; 1059.3188; 
0.4000; 2.1000; 1868.4329; 1104.5857; 
0.4000; 2.2000; 1869.2947; 1149.8057; 
0.4000; 2.3000; 1870.0846; 1194.9912; 
0.4000; 2.4000; 1870.4990; 1240.0620; 
0.4000; 2.5000; 1870.7775; 1285.0856; 
0.4000; 2.6000; 1870.9366; 1330.0505; 
0.4000; 2.7000; 1871.0377; 1374.8540; 
0.4000; 2.8000; 1870.9084; 1419.4680; 
0.4000; 2.9000; 1870.7346; 1463.8729; 
0.4000; 3.0000; 1870.6624; 1508.2831; 
0.4000; 3.1000; 1870.5986; 1552.5962; 
0.4000; 3.2000; 1870.2982; 1596.5762; 
0.4000; 3.3000; 1869.8068; 1640.4022; 
0.4000; 3.4000; 1869.3896; 1684.0129; 
0.4000; 3.5000; 1868.9924; 1727.5570; 
0.4000; 3.6000; 1868.3792; 1770.7561; 
0.4000; 3.7000; 1867.9602; 1813.9337; 
0.4000; 3.8000; 1867.5986; 1857.0405; 
0.4000; 3.9000; 1867.3773; 1900.2051; 
0.5000; 0.1000; 1786.2726; 220.8605; 
0.5000; 0.2000; 1789.0918; 263.0357; 
0.5000; 0.3000; 1791.4663; 305.8678; 
0.5000; 0.4000; 1793.7133; 348.9713; 
0.5000; 0.5000; 1795.9233; 392.2322; 
0.5000; 0.6000; 1798.2607; 435.6097; 
0.5000; 0.7000; 1800.7555; 479.0514; 
0.5000; 0.8000; 1803.2815; 522.5684; 
0.5000; 0.9000; 1805.8492; 566.3346; 
0.5000; 1.0000; 1808.2223; 610.4061; 
0.5000; 1.1000; 1810.5839; 654.7311; 
0.5000; 1.2000; 1812.7106; 699.2523; 
0.5000; 1.3000; 1814.7357; 743.9128; 
0.5000; 1.4000; 1816.4829; 788.8138; 
0.5000; 1.5000; 1818.1377; 833.8672; 
0.5000; 1.6000; 1819.9149; 878.9504; 
0.5000; 1.7000; 1821.5569; 924.1555; 
0.5000; 1.8000; 1823.1261; 969.4297; 
0.5000; 1.9000; 1824.4291; 1014.8759; 
0.5000; 2.0000; 1825.3462; 1060.2855; 
0.5000; 2.1000; 1826.4021; 1105.7059; 
0.5000; 2.2000; 1827.2097; 1151.0920; 
0.5000; 2.3000; 1827.8193; 1196.3927; 
0.5000; 2.4000; 1828.3004; 1241.6974; 
0.5000; 2.5000; 1828.5040; 1286.8898; 
0.5000; 2.6000; 1828.6260; 1331.9399; 
0.5000; 2.7000; 1828.6223; 1376.8184; 
0.5000; 2.8000; 1828.5798; 1421.5911; 
0.5000; 2.9000; 1828.2876; 1466.1129; 
0.5000; 3.0000; 1828.2030; 1510.6077; 
0.5000; 3.1000; 1828.0682; 1554.9844; 
0.5000; 3.2000; 1827.8292; 1599.0560; 
0.5000; 3.3000; 1827.1697; 1642.8534; 
0.5000; 3.4000; 1826.7511; 1686.5220; 
0.5000; 3.5000; 1826.2327; 1730.0215; 
0.5000; 3.6000; 1825.7495; 1773.2800; 
0.5000; 3.7000; 1825.1262; 1816.3407; 
0.5000; 3.8000; 1824.5760; 1859.3246; 
0.5000; 3.9000; 1824.2388; 1902.3549; 
0.6000; 0.1000; 1743.6249; 220.0323; 
0.6000; 0.2000; 1746.2861; 262.2814; 
0.6000; 0.3000; 1748.7898; 305.0143; 
0.6000; 0.4000; 1751.0328; 348.0854; 
0.6000; 0.5000; 1753.2562; 391.4660; 
0.6000; 0.6000; 1755.6931; 434.8275; 
0.6000; 0.7000; 1758.1707; 478.2596; 
0.6000; 0.8000; 1760.7181; 521.9314; 
0.6000; 0.9000; 1763.1012; 565.8551; 
0.6000; 1.0000; 1765.5341; 610.0516; 
0.6000; 1.1000; 1767.7947; 654.4106; 
0.6000; 1.2000; 1770.0186; 699.0292; 
0.6000; 1.3000; 1772.1536; 743.7715; 
0.6000; 1.4000; 1773.8960; 788.8347; 
0.6000; 1.5000; 1775.5314; 834.0344; 
0.6000; 1.6000; 1777.1766; 879.2675; 
0.6000; 1.7000; 1778.9048; 924.6536; 
0.6000; 1.8000; 1780.5875; 970.0845; 
0.6000; 1.9000; 1781.7664; 1015.6594; 
0.6000; 2.0000; 1782.9260; 1061.2319; 
0.6000; 2.1000; 1784.0413; 1106.8441; 
0.6000; 2.2000; 1784.7487; 1152.4005; 
0.6000; 2.3000; 1785.4495; 1197.9432; 
0.6000; 2.4000; 1785.8103; 1243.3501; 
0.6000; 2.5000; 1785.9904; 1288.7201; 
0.6000; 2.6000; 1786.1249; 1333.9147; 
0.6000; 2.7000; 1786.0321; 1378.8885; 
0.6000; 2.8000; 1785.9213; 1423.7747; 
0.6000; 2.9000; 1785.7300; 1468.4219; 
0.6000; 3.0000; 1785.6516; 1512.9670; 
0.6000; 3.1000; 1785.4814; 1557.4541; 
0.6000; 3.2000; 1785.0769; 1601.5825; 
0.6000; 3.3000; 1784.5167; 1645.4093; 
0.6000; 3.4000; 1784.0365; 1689.0746; 
0.6000; 3.5000; 1783.3882; 1732.5470; 
0.6000; 3.6000; 1782.8572; 1775.8966; 
0.6000; 3.7000; 1782.2028; 1818.8738; 
0.6000; 3.8000; 1781.6405; 1861.7671; 
0.6000; 3.9000; 1781.2976; 1904.8374; 
0.7000; 0.1000; 1700.7344; 219.3022; 
0.7000; 0.2000; 1703.2444; 261.7152; 
0.7000; 0.3000; 1705.7300; 304.3702; 
0.7000; 0.4000; 1707.9332; 347.5311; 
0.7000; 0.5000; 1710.1863; 390.8691; 
0.7000; 0.6000; 1712.6327; 434.2298; 
0.7000; 0.7000; 1715.1022; 477.7856; 
0.7000; 0.8000; 1717.6392; 521.3879; 
0.7000; 0.9000; 1720.1504; 565.3416; 
0.7000; 1.0000; 1722.5858; 609.6003; 
0.7000; 1.1000; 1724.9591; 654.0300; 
0.7000; 1.2000; 1727.1381; 698.7875; 
0.7000; 1.3000; 1729.1218; 743.7103; 
0.7000; 1.4000; 1731.0251; 788.8472; 
0.7000; 1.5000; 1732.7239; 834.1542; 
0.7000; 1.6000; 1734.2898; 879.6125; 
0.7000; 1.7000; 1735.9115; 925.1225; 
0.7000; 1.8000; 1737.4727; 970.7864; 
0.7000; 1.9000; 1738.8062; 1016.4646; 
0.7000; 2.0000; 1740.0659; 1062.2087; 
0.7000; 2.1000; 1741.2299; 1107.9912; 
0.7000; 2.2000; 1742.1133; 1153.8075; 
0.7000; 2.3000; 1742.7622; 1199.5201; 
0.7000; 2.4000; 1743.1980; 1245.0948; 
0.7000; 2.5000; 1743.2053; 1290.5240; 
0.7000; 2.6000; 1743.2599; 1335.8873; 
0.7000; 2.7000; 1743.1396; 1381.0040; 
0.7000; 2.8000; 1742.9062; 1425.9130; 
0.7000; 2.9000; 1742.8079; 1470.7225; 
0.7000; 3.0000; 1742.7115; 1515.3959; 
0.7000; 3.1000; 1742.6160; 1559.9751; 
0.7000; 3.2000; 1742.2048; 1604.1635; 
0.7000; 3.3000; 1741.7501; 1648.1567; 
0.7000; 3.4000; 1741.1166; 1691.8202; 
0.7000; 3.5000; 1740.4508; 1735.1768; 
0.7000; 3.6000; 1739.8455; 1778.4502; 
0.7000; 3.7000; 1739.1479; 1821.4751; 
0.7000; 3.8000; 1738.7076; 1864.5084; 
0.7000; 3.9000; 1738.2234; 1907.3464; 
0.8000; 0.1000; 1657.5073; 218.6624; 
0.8000; 0.2000; 1660.1340; 260.9676; 
0.8000; 0.3000; 1662.5721; 303.6671; 
0.8000; 0.4000; 1664.8169; 346.8643; 
0.8000; 0.5000; 1667.0291; 390.1795; 
0.8000; 0.6000; 1669.3352; 433.6843; 
0.8000; 0.7000; 1671.8831; 477.1466; 
0.8000; 0.8000; 1674.5232; 520.8423; 
0.8000; 0.9000; 1677.0359; 564.7963; 
0.8000; 1.0000; 1679.5413; 609.0536; 
0.8000; 1.1000; 1681.8783; 653.6368; 
0.8000; 1.2000; 1683.8472; 698.5521; 
0.8000; 1.3000; 1685.8949; 743.6393; 
0.8000; 1.4000; 1687.8534; 788.8811; 
0.8000; 1.5000; 1689.5992; 834.2991; 
0.8000; 1.6000; 1691.2218; 879.9138; 
0.8000; 1.7000; 1692.7128; 925.6343; 
0.8000; 1.8000; 1694.1097; 971.4019; 
0.8000; 1.9000; 1695.4431; 1017.3196; 
0.8000; 2.0000; 1696.8259; 1063.2252; 
0.8000; 2.1000; 1698.0244; 1109.1490; 
0.8000; 2.2000; 1698.8591; 1155.1438; 
0.8000; 2.3000; 1699.5745; 1200.9937; 
0.8000; 2.4000; 1700.0631; 1246.8433; 
0.8000; 2.5000; 1700.1495; 1292.3977; 
0.8000; 2.6000; 1700.1061; 1337.8506; 
0.8000; 2.7000; 1699.9741; 1383.0865; 
0.8000; 2.8000; 1699.7649; 1428.1160; 
0.8000; 2.9000; 1699.7692; 1473.1002; 
0.8000; 3.0000; 1699.6765; 1517.9233; 
0.8000; 3.1000; 1699.3802; 1562.4762; 
0.8000; 3.2000; 1699.0684; 1606.8141; 
0.8000; 3.3000; 1698.5797; 1650.8123; 
0.8000; 3.4000; 1697.9104; 1694.4603; 
0.8000; 3.5000; 1697.3132; 1738.0140; 
0.8000; 3.6000; 1696.6854; 1781.1726; 
0.8000; 3.7000; 1696.0743; 1824.1786; 
0.8000; 3.8000; 1695.6437; 1867.2676; 
0.8000; 3.9000; 1695.1801; 1910.1256; 
0.9000; 0.1000; 1614.0933; 218.2029; 
0.9000; 0.2000; 1616.7134; 260.3369; 
0.9000; 0.3000; 1619.1714; 302.9884; 
0.9000; 0.4000; 1621.4354; 346.1656; 
0.9000; 0.5000; 1623.6606; 389.4945; 
0.9000; 0.6000; 1626.0804; 432.8685; 
0.9000; 0.7000; 1628.5498; 476.4491; 
0.9000; 0.8000; 1631.1394; 520.1369; 
0.9000; 0.9000; 1633.6504; 564.2099; 
0.9000; 1.0000; 1636.1007; 608.5896; 
0.9000; 1.1000; 1638.4296; 653.2447; 
0.9000; 1.2000; 1640.5336; 698.2315; 
0.9000; 1.3000; 1642.3137; 743.5122; 
0.9000; 1.4000; 1644.2307; 788.9017; 
0.9000; 1.5000; 1646.1537; 834.3932; 
0.9000; 1.6000; 1647.7993; 880.1869; 
0.9000; 1.7000; 1649.1187; 926.1194; 
0.9000; 1.8000; 1650.5009; 972.0894; 
0.9000; 1.9000; 1651.7998; 1018.1754; 
0.9000; 2.0000; 1653.0891; 1064.2435; 
0.9000; 2.1000; 1654.2367; 1110.3340; 
0.9000; 2.2000; 1655.0511; 1156.4176; 
0.9000; 2.3000; 1655.7800; 1202.4731; 
0.9000; 2.4000; 1656.2223; 1248.3591; 
0.9000; 2.5000; 1656.4545; 1294.1715; 
0.9000; 2.6000; 1656.5247; 1339.8011; 
0.9000; 2.7000; 1656.4235; 1385.2029; 
0.9000; 2.8000; 1656.3855; 1430.4412; 
0.9000; 2.9000; 1656.3087; 1475.5018; 
0.9000; 3.0000; 1656.1862; 1520.3641; 
0.9000; 3.1000; 1655.8815; 1564.9681; 
0.9000; 3.2000; 1655.5012; 1609.2960; 
0.9000; 3.3000; 1655.0360; 1653.3621; 
0.9000; 3.4000; 1654.4962; 1697.1066; 
0.9000; 3.5000; 1653.8706; 1740.5747; 
0.9000; 3.6000; 1653.2488; 1783.8777; 
0.9000; 3.7000; 1652.7422; 1826.9119; 
0.9000; 3.8000; 1652.2914; 1870.0471; 
0.9000; 3.9000; 1651.8997; 1912.8655; 
1.0000; 0.1000; 1570.3633; 217.9140; 
1.0000; 0.2000; 1572.9957; 259.9485; 
1.0000; 0.3000; 1575.4398; 302.5529; 
1.0000; 0.4000; 1577.8423; 345.4467; 
1.0000; 0.5000; 1580.1306; 388.7251; 
1.0000; 0.6000; 1582.5186; 432.1418; 
1.0000; 0.7000; 1585.0267; 475.7039; 
1.0000; 0.8000; 1587.5140; 519.4805; 
1.0000; 0.9000; 1589.9832; 563.6614; 
1.0000; 1.0000; 1592.3149; 608.1078; 
1.0000; 1.1000; 1594.5962; 652.9404; 
1.0000; 1.2000; 1596.5830; 698.0929; 
1.0000; 1.3000; 1598.4559; 743.4168; 
1.0000; 1.4000; 1600.3329; 788.9436; 
1.0000; 1.5000; 1602.2299; 834.6532; 
1.0000; 1.6000; 1603.8627; 880.5815; 
1.0000; 1.7000; 1605.2073; 926.6508; 
1.0000; 1.8000; 1606.4437; 972.8027; 
1.0000; 1.9000; 1607.7230; 1018.9995; 
1.0000; 2.0000; 1608.9291; 1065.2435; 
1.0000; 2.1000; 1610.0508; 1111.5457; 
1.0000; 2.2000; 1610.8416; 1157.7766; 
1.0000; 2.3000; 1611.4333; 1203.8821; 
1.0000; 2.4000; 1611.9011; 1249.9781; 
1.0000; 2.5000; 1612.1910; 1295.9329; 
1.0000; 2.6000; 1612.3102; 1341.6581; 
1.0000; 2.7000; 1612.3805; 1387.1885; 
1.0000; 2.8000; 1612.3793; 1432.5505; 
1.0000; 2.9000; 1612.3889; 1477.7754; 
1.0000; 3.0000; 1612.2058; 1522.7091; 
1.0000; 3.1000; 1611.9231; 1567.3324; 
1.0000; 3.2000; 1611.6318; 1611.7822; 
1.0000; 3.3000; 1611.2434; 1655.9587; 
1.0000; 3.4000; 1610.7438; 1699.7130; 
1.0000; 3.5000; 1610.0959; 1743.1757; 
1.0000; 3.6000; 1609.5321; 1786.4121; 
1.0000; 3.7000; 1608.9802; 1829.4508; 
1.0000; 3.8000; 1608.5212; 1872.4399; 
1.0000; 3.9000; 1608.1973; 1915.2822; 
1.1000; 0.1000; 1526.6699; 217.4373; 
1.1000; 0.2000; 1529.0938; 259.6087; 
1.1000; 0.3000; 1531.5455; 302.1263; 
1.1000; 0.4000; 1533.9603; 344.9336; 
1.1000; 0.5000; 1536.2736; 388.0419; 
1.1000; 0.6000; 1538.6526; 431.4971; 
1.1000; 0.7000; 1540.9946; 475.1617; 
1.1000; 0.8000; 1543.4720; 519.0142; 
1.1000; 0.9000; 1545.7841; 563.2936; 
1.1000; 1.0000; 1548.0449; 607.8876; 
1.1000; 1.1000; 1550.1748; 652.8260; 
1.1000; 1.2000; 1552.1616; 698.0202; 
1.1000; 1.3000; 1554.0923; 743.4243; 
1.1000; 1.4000; 1555.9635; 789.0679; 
1.1000; 1.5000; 1557.8353; 834.8963; 
1.1000; 1.6000; 1559.4924; 880.9308; 
1.1000; 1.7000; 1560.8601; 927.1661; 
1.1000; 1.8000; 1562.0981; 973.5432; 
1.1000; 1.9000; 1563.2605; 1019.8779; 
1.1000; 2.0000; 1564.3353; 1066.2517; 
1.1000; 2.1000; 1565.4353; 1112.7225; 
1.1000; 2.2000; 1566.1871; 1159.0612; 
1.1000; 2.3000; 1566.8912; 1205.3392; 
1.1000; 2.4000; 1567.4189; 1251.5566; 
1.1000; 2.5000; 1567.6273; 1297.5906; 
1.1000; 2.6000; 1567.7534; 1343.4757; 
1.1000; 2.7000; 1567.8611; 1389.0591; 
1.1000; 2.8000; 1567.8986; 1434.5701; 
1.1000; 2.9000; 1567.9443; 1479.8252; 
1.1000; 3.0000; 1567.8115; 1524.8539; 
1.1000; 3.1000; 1567.6848; 1569.6675; 
1.1000; 3.2000; 1567.4496; 1614.1434; 
1.1000; 3.3000; 1567.1321; 1658.3551; 
1.1000; 3.4000; 1566.6754; 1702.1532; 
1.1000; 3.5000; 1566.1246; 1745.7318; 
1.1000; 3.6000; 1565.5554; 1788.8292; 
1.1000; 3.7000; 1564.9003; 1831.7047; 
1.1000; 3.8000; 1564.4281; 1874.5287; 
1.1000; 3.9000; 1564.0520; 1917.3092; 
1.2000; 0.1000; 1482.8691; 216.9378; 
1.2000; 0.2000; 1485.1571; 259.1076; 
1.2000; 0.3000; 1487.4972; 301.6801; 
1.2000; 0.4000; 1489.8457; 344.4497; 
1.2000; 0.5000; 1492.1771; 387.5011; 
1.2000; 0.6000; 1494.5054; 430.9777; 
1.2000; 0.7000; 1496.7864; 474.6978; 
1.2000; 0.8000; 1499.0724; 518.6723; 
1.2000; 0.9000; 1501.3655; 562.9433; 
1.2000; 1.0000; 1503.5308; 607.6450; 
1.2000; 1.1000; 1505.6516; 652.7069; 
1.2000; 1.2000; 1507.5465; 698.0414; 
1.2000; 1.3000; 1509.3204; 743.5869; 
1.2000; 1.4000; 1511.1198; 789.3281; 
1.2000; 1.5000; 1512.9282; 835.2426; 
1.2000; 1.6000; 1514.5453; 881.4378; 
1.2000; 1.7000; 1516.0289; 927.7950; 
1.2000; 1.8000; 1517.2821; 974.2055; 
1.2000; 1.9000; 1518.4828; 1020.7311; 
1.2000; 2.0000; 1519.5894; 1067.2871; 
1.2000; 2.1000; 1520.5947; 1113.8433; 
1.2000; 2.2000; 1521.3828; 1160.3740; 
1.2000; 2.3000; 1522.0482; 1206.8164; 
1.2000; 2.4000; 1522.6438; 1253.1625; 
1.2000; 2.5000; 1522.8276; 1299.2754; 
1.2000; 2.6000; 1522.9935; 1345.2357; 
1.2000; 2.7000; 1523.0945; 1390.9619; 
1.2000; 2.8000; 1523.1409; 1436.5011; 
1.2000; 2.9000; 1523.1077; 1481.8229; 
1.2000; 3.0000; 1523.0991; 1526.9220; 
1.2000; 3.1000; 1523.1104; 1571.8988; 
1.2000; 3.2000; 1522.9082; 1616.4521; 
1.2000; 3.3000; 1522.6570; 1660.6649; 
1.2000; 3.4000; 1522.2598; 1704.5748; 
1.2000; 3.5000; 1521.8105; 1748.0839; 
1.2000; 3.6000; 1521.2784; 1791.2542; 
1.2000; 3.7000; 1520.7698; 1834.0514; 
1.2000; 3.8000; 1520.2859; 1876.8761; 
1.2000; 3.9000; 1519.9288; 1919.4637; 
1.3000; 0.1000; 1438.8317; 216.3528; 
1.3000; 0.2000; 1441.0544; 258.7132; 
1.3000; 0.3000; 1443.2594; 301.1312; 
1.3000; 0.4000; 1445.6917; 343.8336; 
1.3000; 0.5000; 1447.9149; 386.9002; 
1.3000; 0.6000; 1450.1052; 430.3308; 
1.3000; 0.7000; 1452.2750; 474.1642; 
1.3000; 0.8000; 1454.4962; 518.2330; 
1.3000; 0.9000; 1456.6357; 562.6871; 
1.3000; 1.0000; 1458.8101; 607.4135; 
1.3000; 1.1000; 1460.7683; 652.5157; 
1.3000; 1.2000; 1462.6418; 698.0090; 
1.3000; 1.3000; 1464.3635; 743.6866; 
1.3000; 1.4000; 1466.0913; 789.6074; 
1.3000; 1.5000; 1467.7904; 835.6816; 
1.3000; 1.6000; 1469.3821; 881.9448; 
1.3000; 1.7000; 1470.8429; 928.3357; 
1.3000; 1.8000; 1472.1467; 974.9472; 
1.3000; 1.9000; 1473.4045; 1021.6286; 
1.3000; 2.0000; 1474.5291; 1068.3218; 
1.3000; 2.1000; 1475.4611; 1115.0189; 
1.3000; 2.2000; 1476.2286; 1161.7256; 
1.3000; 2.3000; 1476.9226; 1208.2239; 
1.3000; 2.4000; 1477.4957; 1254.7495; 
1.3000; 2.5000; 1477.8517; 1301.0270; 
1.3000; 2.6000; 1478.0168; 1347.0773; 
1.3000; 2.7000; 1478.1173; 1392.8778; 
1.3000; 2.8000; 1478.1322; 1438.4871; 
1.3000; 2.9000; 1478.1581; 1483.8134; 
1.3000; 3.0000; 1478.1710; 1529.0151; 
1.3000; 3.1000; 1478.1874; 1573.9720; 
1.3000; 3.2000; 1478.1212; 1618.6387; 
1.3000; 3.3000; 1477.9368; 1662.9064; 
1.3000; 3.4000; 1477.6725; 1706.7942; 
1.3000; 3.5000; 1477.2710; 1750.3348; 
1.3000; 3.6000; 1476.8922; 1793.6274; 
1.3000; 3.7000; 1476.4543; 1836.4849; 
1.3000; 3.8000; 1476.1115; 1879.2216; 
1.3000; 3.9000; 1475.7467; 1921.7043; 
1.4000; 0.1000; 1394.5884; 216.1045; 
1.4000; 0.2000; 1396.7545; 258.2358; 
1.4000; 0.3000; 1398.9390; 300.7146; 
1.4000; 0.4000; 1401.1300; 343.3157; 
1.4000; 0.5000; 1403.2872; 386.4373; 
1.4000; 0.6000; 1405.3563; 429.9742; 
1.4000; 0.7000; 1407.5422; 473.7906; 
1.4000; 0.8000; 1409.6273; 517.9264; 
1.4000; 0.9000; 1411.6525; 562.3877; 
1.4000; 1.0000; 1413.7100; 607.2345; 
1.4000; 1.1000; 1415.6794; 652.3819; 
1.4000; 1.2000; 1417.4170; 698.0208; 
1.4000; 1.3000; 1419.1013; 743.8036; 
1.4000; 1.4000; 1420.7144; 789.8569; 
1.4000; 1.5000; 1422.2976; 836.0188; 
1.4000; 1.6000; 1423.8710; 882.3951; 
1.4000; 1.7000; 1425.2935; 929.0005; 
1.4000; 1.8000; 1426.6412; 975.6716; 
1.4000; 1.9000; 1427.9000; 1022.4514; 
1.4000; 2.0000; 1429.0500; 1069.3152; 
