world_x; world_y; image_x; image_y;
4.1000; 1.9000; 193.9975; 1047.1193; 
4.1000; 2.0000; 194.7868; 1092.3938; 
4.1000; 2.1000; 195.7926; 1137.6411; 
4.1000; 2.2000; 197.1385; 1182.8688; 
4.1000; 2.3000; 198.4664; 1228.0133; 
4.1000; 2.4000; 199.7883; 1273.1681; 
4.1000; 2.5000; 201.2363; 1318.1909; 
4.1000; 2.6000; 202.8247; 1363.1483; 
4.1000; 2.7000; 204.7755; 1407.8801; 
4.1000; 2.8000; 206.8923; 1452.3555; 
4.1000; 2.9000; 208.9412; 1496.8270; 
4.1000; 3.0000; 211.2338; 1540.9786; 
4.1000; 3.1000; 213.8634; 1584.8325; 
4.1000; 3.2000; 216.3641; 1628.4536; 
4.1000; 3.3000; 218.7895; 1671.9880; 
4.1000; 3.4000; 221.1083; 1715.5176; 
4.1000; 3.5000; 223.3232; 1758.8683; 
4.1000; 3.6000; 225.4861; 1802.2021; 
4.1000; 3.7000; 227.6794; 1845.2904; 
4.1000; 3.8000; 229.9686; 1888.2311; 
4.1000; 3.9000; 232.0617; 1931.1364; 
4.2000; 0.1000; 156.9125; 255.9278; 
4.2000; 0.2000; 156.5624; 298.8535; 
4.2000; 0.3000; 156.0018; 341.6637; 
4.2000; 0.4000; 155.6062; 384.8400; 
4.2000; 0.5000; 155.1986; 428.0832; 
4.2000; 0.6000; 154.7947; 471.4561; 
4.2000; 0.7000; 154.0882; 514.8252; 
4.2000; 0.8000; 153.2378; 558.1953; 
4.2000; 0.9000; 152.3034; 601.8375; 
4.2000; 1.0000; 151.7273; 645.7554; 
4.2000; 1.1000; 151.4097; 689.9954; 
4.2000; 1.2000; 151.0978; 734.2625; 
4.2000; 1.3000; 150.9003; 778.7806; 
4.2000; 1.4000; 150.8068; 823.3679; 
4.2000; 1.5000; 150.7501; 868.1043; 
4.2000; 1.6000; 150.8439; 912.9591; 
4.2000; 1.7000; 151.1057; 957.8804; 
4.2000; 1.8000; 151.5199; 1002.8839; 
4.2000; 1.9000; 151.9772; 1047.9963; 
4.2000; 2.0000; 152.8411; 1093.1017; 
4.2000; 2.1000; 153.8676; 1138.2030; 
4.2000; 2.2000; 155.1931; 1183.2476; 
4.2000; 2.3000; 156.5361; 1228.1781; 
4.2000; 2.4000; 158.0424; 1273.1720; 
4.2000; 2.5000; 159.4179; 1318.0696; 
4.2000; 2.6000; 161.0235; 1362.8741; 
4.2000; 2.7000; 162.9055; 1407.4316; 
4.2000; 2.8000; 164.9314; 1451.9116; 
4.2000; 2.9000; 167.0717; 1496.1437; 
4.2000; 3.0000; 169.3752; 1540.1365; 
4.2000; 3.1000; 171.8387; 1583.9664; 
4.2000; 3.2000; 174.0826; 1627.7343; 
4.2000; 3.3000; 176.4866; 1671.2612; 
4.2000; 3.4000; 178.7003; 1714.7377; 
4.2000; 3.5000; 180.8622; 1758.1440; 
4.2000; 3.6000; 183.0269; 1801.4553; 
4.2000; 3.7000; 185.3251; 1844.4401; 
4.2000; 3.8000; 187.3561; 1887.5065; 
4.2000; 3.9000; 189.3690; 1930.5458; 
4.3000; 0.1000; 114.4466; 258.1727; 
4.3000; 0.2000; 114.1569; 301.0217; 
4.3000; 0.3000; 113.9942; 344.1025; 
4.3000; 0.4000; 113.6261; 387.2392; 
4.3000; 0.5000; 113.2344; 430.4799; 
4.3000; 0.6000; 112.8933; 473.8593; 
4.3000; 0.7000; 112.4088; 517.2360; 
4.3000; 0.8000; 111.6671; 560.6198; 
4.3000; 0.9000; 110.7081; 604.1031; 
4.3000; 1.0000; 110.1725; 647.9650; 
4.3000; 1.1000; 109.9126; 692.0555; 
4.3000; 1.2000; 109.6310; 736.2733; 
4.3000; 1.3000; 109.3672; 780.5491; 
4.3000; 1.4000; 109.3129; 825.0668; 
4.3000; 1.5000; 109.2538; 869.7059; 
4.3000; 1.6000; 109.2987; 914.3055; 
4.3000; 1.7000; 109.5491; 959.0924; 
4.3000; 1.8000; 109.8712; 1003.9641; 
4.3000; 1.9000; 110.3917; 1048.8835; 
4.3000; 2.0000; 111.2366; 1093.8213; 
4.3000; 2.1000; 112.2911; 1138.7782; 
4.3000; 2.2000; 113.5410; 1183.6471; 
4.3000; 2.3000; 114.9648; 1228.4143; 
4.3000; 2.4000; 116.4613; 1273.2413; 
4.3000; 2.5000; 117.8560; 1317.9712; 
4.3000; 2.6000; 119.5607; 1362.5927; 
4.3000; 2.7000; 121.2387; 1407.0586; 
4.3000; 2.8000; 123.2246; 1451.4263; 
4.3000; 2.9000; 125.3595; 1495.5190; 
4.3000; 3.0000; 127.6873; 1539.4099; 
4.3000; 3.1000; 129.8641; 1583.2904; 
4.3000; 3.2000; 131.9428; 1627.0692; 
4.3000; 3.3000; 134.0063; 1670.7894; 
4.3000; 3.4000; 136.1954; 1714.1895; 
4.3000; 3.5000; 138.3991; 1757.5720; 
4.3000; 3.6000; 140.6609; 1800.7688; 
4.3000; 3.7000; 142.7320; 1843.8790; 
4.3000; 3.8000; 144.6496; 1886.9879; 
4.3000; 3.9000; 146.5073; 1930.1674; 
4.4000; 0.1000; 71.9087; 260.0439; 
4.4000; 0.2000; 72.0238; 303.2437; 
4.4000; 0.3000; 71.9937; 346.3871; 
4.4000; 0.4000; 71.8970; 389.6681; 
4.4000; 0.5000; 71.4138; 432.7913; 
4.4000; 0.6000; 70.9734; 476.0518; 
4.4000; 0.7000; 70.4729; 519.3723; 
4.4000; 0.8000; 69.8740; 562.7585; 
4.4000; 0.9000; 69.3025; 606.3119; 
4.4000; 1.0000; 68.8555; 650.1621; 
4.4000; 1.1000; 68.7718; 694.2307; 
4.4000; 1.2000; 68.5192; 738.2945; 
4.4000; 1.3000; 68.1865; 782.3605; 
4.4000; 1.4000; 68.1244; 826.7778; 
4.4000; 1.5000; 68.0569; 871.1763; 
4.4000; 1.6000; 68.1323; 915.7505; 
4.4000; 1.7000; 68.3297; 960.3152; 
4.4000; 1.8000; 68.6733; 1005.0120; 
4.4000; 1.9000; 69.1705; 1049.7885; 
4.4000; 2.0000; 70.0835; 1094.6040; 
4.4000; 2.1000; 71.0584; 1139.2880; 
4.4000; 2.2000; 72.2312; 1184.0667; 
4.4000; 2.3000; 73.5235; 1228.6985; 
4.4000; 2.4000; 74.8583; 1273.3638; 
4.4000; 2.5000; 76.4743; 1317.9059; 
4.4000; 2.6000; 78.0651; 1362.3849; 
4.4000; 2.7000; 79.6992; 1406.7789; 
4.4000; 2.8000; 81.7721; 1450.9506; 
4.4000; 2.9000; 83.8879; 1494.9692; 
4.4000; 3.0000; 85.9959; 1538.8672; 
4.4000; 3.1000; 88.1402; 1582.6934; 
4.4000; 3.2000; 89.8829; 1626.5648; 
4.4000; 3.3000; 91.9044; 1670.1693; 
4.4000; 3.4000; 93.9370; 1713.6902; 
4.4000; 3.5000; 96.1222; 1756.9285; 
4.4000; 3.6000; 98.2048; 1800.2607; 
4.4000; 3.7000; 100.1640; 1843.4100; 
4.4000; 3.8000; 101.7173; 1886.8734; 
4.4000; 3.9000; 103.3439; 1930.2583; 
