0.541386,  0.826552,  0.999934,  -0.0115087,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999954,  -0.00957917,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999954,  -0.00957917,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999954,  -0.00957917,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999954,  -0.00957917,  1,  
0.541358,  0.826372,  0.999954,  -0.00957917,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999954,  -0.00957917,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999954,  -0.00957917,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999954,  -0.00957917,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
0.541358,  0.826372,  0.999947,  -0.0103311,  1,  
