Timestamp,vehicle_id,stamp.nanoseconds,data._d,data.direct_control.motor_throttle,data.direct_control.steering_servo,data.speed_curvature.speed,data.speed_curvature.curvature,data.trajectory_segment.start_point.t.nanoseconds,data.trajectory_segment.start_point.px,data.trajectory_segment.start_point.py,data.trajectory_segment.start_point.vx,data.trajectory_segment.start_point.vy,data.trajectory_segment.end_point.t.nanoseconds,data.trajectory_segment.end_point.px,data.trajectory_segment.end_point.py,data.trajectory_segment.end_point.vx,data.trajectory_segment.end_point.vy
1539614090480154999,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614090500203999,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614090520246999,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614090540147999,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614090560395999,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614090580212999,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614090600419999,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614090620167999,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614090640211999,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614090660231999,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614090680195999,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614090700504999,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614090720488999,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614090740141999,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614090760147998,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614090780142998,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614090800360998,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614090820181998,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614090840173998,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614090860300998,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614090880300998,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614090900387998,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614090920161998,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614090940323998,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614090960419998,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614090980508998,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614091000586000,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614091020187000,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614091040606000,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614091060940000,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614091080165000,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614091100204000,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614091120190000,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614091140387000,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614091160491000,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614091180463000,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614091200430000,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614091220178000,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614091240302000,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614091260366000,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614091280371000,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614091300503000,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
1539614091320259000,0,0,0,-0.0000000000,-0.0285644531,0,0,0,0,0,0,0,0,0,0,0,0
