0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999922,  0.012484,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999922,  0.012484,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
0.528518,  0.602065,  0.999931,  0.0117332,  1,  
