Table Name: vehicleState$RecordAll$domain0, Topic Name: vehicleState
Timestamp,vehicle_id,header.create_stamp.nanoseconds,header.valid_after_stamp.nanoseconds,pose.x,pose.y,pose.yaw,IPS_update_age_nanoseconds,odometer_distance,imu_acceleration_forward,imu_acceleration_left,speed,battery_voltage,motor_current
1551289950071265000,12,1551289950060000000,1551289950120000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.1000000000,-0.2500000000,0.0000000000,8.1201624000,0.0000000000
1551289950088818000,12,1551289950080000000,1551289950140000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.0800000000,-0.2200000000,0.0000000000,8.1201624000,0.0000000000
1551289950111958000,12,1551289950100000000,1551289950160000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.1000000000,-0.2600000000,0.0000000000,8.1318293000,0.0000000000
1551289950129818000,12,1551289950120000000,1551289950180000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.0800000000,-0.2500000000,0.0000000000,8.1201624000,0.0000000000
1551289950149976000,12,1551289950140000000,1551289950200000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.1000000000,-0.2400000000,0.0000000000,8.1201624000,0.0000000000
1551289950169692000,12,1551289950160000000,1551289950220000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.0900000000,-0.2500000000,0.0000000000,8.1201624000,0.0000000000
1551289950189806000,12,1551289950180000000,1551289950240000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.1000000000,-0.2400000000,0.0000000000,8.1318293000,0.0000000000
1551289950209855000,12,1551289950200000000,1551289950260000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.0900000000,-0.2500000000,0.0000000000,8.1201624000,0.0000000000
1551289950229882000,12,1551289950220000000,1551289950280000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.1000000000,-0.2400000000,0.0000000000,8.1201624000,0.0000000000
1551289950250005000,12,1551289950240000000,1551289950300000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.1000000000,-0.2600000000,0.0000000000,8.1201624000,0.0000000000
1551289950270182000,12,1551289950260000000,1551289950320000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.0900000000,-0.2600000000,0.0000000000,8.1084955000,0.0000000000
1551289950289744000,12,1551289950280000000,1551289950340000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.0900000000,-0.2700000000,0.0000000000,8.1084955000,0.0000000000
1551289950309896000,12,1551289950300000000,1551289950360000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.0900000000,-0.2700000000,0.0000000000,8.1318293000,0.0000000000
1551289950329835000,12,1551289950320000000,1551289950380000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.0900000000,-0.2500000000,0.0000000000,8.1084955000,0.0000000000
1551289950350109000,12,1551289950340000000,1551289950400000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.0900000000,-0.2400000000,0.0000000000,8.1201624000,0.0000000000
1551289950372981999,12,1551289950360000000,1551289950420000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.1000000000,-0.2500000000,0.0000000000,8.1318293000,0.0000000000
1551289950390847999,12,1551289950380000000,1551289950440000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.0800000000,-0.2600000000,0.0000000000,8.1318293000,0.0000000000
1551289950411586999,12,1551289950400000000,1551289950460000000,1.9117769830,1.6960384135,0.4385530745,60000000,331.5316159240,0.0800000000,-0.2600000000,0.0000000000,8.1201624000,0.0000000000
1551289950430764999,12,1551289950420000000,1551289950480000000,1.9117804910,1.6961262017,0.4385530745,60000000,331.5316159240,0.1000000000,-0.2500000000,0.0000000000,8.1084955000,0.0000000000
1551289950448435999,12,1551289950440000000,1551289950500000000,1.9117829466,1.6961876535,0.4385530745,60000000,331.5316159240,0.1000000000,-0.2400000000,0.0000000000,8.1318293000,0.0000000000
1551289950472012999,12,1551289950460000000,1551289950520000000,1.9117846655,1.6962306697,0.4385530745,60000000,331.5316159240,0.0800000000,-0.2500000000,0.0000000000,8.1201624000,0.0000000000
1551289950488491999,12,1551289950480000000,1551289950540000000,1.9117858688,1.6962607811,0.4385530745,60000000,331.5316159240,0.1100000000,-0.2600000000,0.0000000000,8.1201624000,0.0000000000
1551289950509996999,12,1551289950500000000,1551289950560000000,1.9117867110,1.6962818590,0.4385530745,60000000,331.5316159240,0.0900000000,-0.2300000000,0.0000000000,8.1318293000,0.0000000000
1551289950529838999,12,1551289950520000000,1551289950580000000,1.9117873006,1.6962966136,0.4385530745,60000000,331.5316159240,0.1000000000,-0.2400000000,0.0000000000,8.1201624000,0.0000000000
1551289950550100999,12,1551289950540000000,1551289950600000000,1.9117877133,1.6963069418,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2600000000,0.0000000000,8.1201624000,0.0000000000
1551289950569832999,12,1551289950560000000,1551289950620000000,1.9117880022,1.6963141715,0.4385530745,40000000,331.5316159240,0.1100000000,-0.2300000000,0.0000000000,8.1201624000,0.0000000000
1551289950591304999,12,1551289950580000000,1551289950640000000,1.9117882045,1.6963192323,0.4385530745,40000000,331.5316159240,0.0700000000,-0.2300000000,0.0000000000,8.1201624000,0.0000000000
1551289950610087999,12,1551289950600000000,1551289950660000000,1.9117883460,1.6963227749,0.4385530745,40000000,331.5316159240,0.0800000000,-0.2600000000,0.0000000000,8.1201624000,0.0000000000
1551289950628886999,12,1551289950620000000,1551289950680000000,1.9117884451,1.6963252547,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2500000000,0.0000000000,8.1201624000,0.0000000000
1551289950649135999,12,1551289950640000000,1551289950700000000,1.9117885145,1.6963269906,0.4385530745,40000000,331.5316159240,0.1000000000,-0.2500000000,0.0000000000,8.1318293000,0.0000000000
1551289950669859999,12,1551289950660000000,1551289950720000000,1.9117885145,1.6963269906,0.4385530745,60000000,331.5316159240,0.0900000000,-0.2500000000,0.0000000000,8.1318293000,0.0000000000
1551289950689732999,12,1551289950680000000,1551289950740000000,1.9117885630,1.6963282057,0.4385530745,60000000,331.5316159240,0.0800000000,-0.2500000000,0.0000000000,8.1084955000,0.0000000000
1551289950710077999,12,1551289950700000000,1551289950760000000,1.9117885970,1.6963290562,0.4385530745,40000000,331.5316159240,0.1000000000,-0.2600000000,0.0000000000,8.1201624000,0.0000000000
1551289950730004999,12,1551289950720000000,1551289950780000000,1.9117886208,1.6963296516,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2600000000,0.0000000000,8.1201624000,0.0000000000
1551289950749871999,12,1551289950740000000,1551289950800000000,1.9117886208,1.6963296516,0.4385530745,60000000,331.5316159240,0.0800000000,-0.2700000000,0.0000000000,8.1201624000,0.0000000000
1551289950769749998,12,1551289950760000000,1551289950820000000,1.9117886375,1.6963300684,0.4385530745,60000000,331.5316159240,0.0700000000,-0.2700000000,0.0000000000,8.1318293000,0.0000000000
1551289950793697999,12,1551289950780000000,1551289950840000000,1.9117886491,1.6963303602,0.4385530745,40000000,331.5316159240,0.0800000000,-0.2500000000,0.0000000000,8.1318293000,0.0000000000
1551289950813241998,12,1551289950800000000,1551289950860000000,1.9117886573,1.6963305644,0.4385530745,40000000,331.5316159240,0.0800000000,-0.2400000000,0.0000000000,8.1201624000,0.0000000000
1551289950829700998,12,1551289950820000000,1551289950880000000,1.9117886573,1.6963305644,0.4385530745,60000000,331.5316159240,0.0900000000,-0.2800000000,0.0000000000,8.1201624000,0.0000000000
1551289950848781998,12,1551289950840000000,1551289950900000000,1.9117886630,1.6963307073,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2600000000,0.0000000000,8.1318293000,0.0000000000
1551289950869848998,12,1551289950860000000,1551289950920000000,1.9117886670,1.6963308074,0.4385530745,40000000,331.5316159240,0.0800000000,-0.2300000000,0.0000000000,8.1318293000,0.0000000000
1551289950888673998,12,1551289950880000000,1551289950940000000,1.9117886698,1.6963308775,0.4385530745,40000000,331.5316159240,0.0800000000,-0.2600000000,0.0000000000,8.1201624000,0.0000000000
1551289950908708998,12,1551289950900000000,1551289950960000000,1.9117886718,1.6963309265,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2500000000,0.0000000000,8.1318293000,0.0000000000
1551289950928761998,12,1551289950920000000,1551289950980000000,1.9117886731,1.6963309608,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2500000000,0.0000000000,8.1318293000,0.0000000000
1551289950949525998,12,1551289950940000000,1551289951000000000,1.9117886741,1.6963309848,0.4385530745,40000000,331.5316159240,0.1100000000,-0.2300000000,0.0000000000,8.1318293000,0.0000000000
1551289950968764998,12,1551289950960000000,1551289951020000000,1.9117886748,1.6963310017,0.4385530745,40000000,331.5316159240,0.0700000000,-0.2600000000,0.0000000000,8.1201624000,0.0000000000
1551289950988722998,12,1551289950980000000,1551289951040000000,1.9117886752,1.6963310134,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2400000000,0.0000000000,8.1318293000,0.0000000000
1551289951008747000,12,1551289951000000000,1551289951060000000,1.9117886756,1.6963310217,0.4385530745,40000000,331.5316159240,0.1000000000,-0.2500000000,0.0000000000,8.1318293000,0.0000000000
1551289951028618000,12,1551289951020000000,1551289951080000000,1.9117886758,1.6963310275,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2500000000,0.0000000000,8.1318293000,0.0000000000
1551289951051910000,12,1551289951040000000,1551289951100000000,1.9117886759,1.6963310315,0.4385530745,40000000,331.5316159240,0.0800000000,-0.2400000000,0.0000000000,8.1201624000,0.0000000000
1551289951071096000,12,1551289951060000000,1551289951120000000,1.9117886761,1.6963310343,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2600000000,0.0000000000,8.1084955000,0.0000000000
1551289951089940000,12,1551289951080000000,1551289951140000000,1.9117886761,1.6963310363,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2400000000,0.0000000000,8.1201624000,0.0000000000
1551289951109907000,12,1551289951100000000,1551289951160000000,1.9117886762,1.6963310377,0.4385530745,40000000,331.5316159240,0.0800000000,-0.2400000000,0.0000000000,8.1201624000,0.0000000000
1551289951128665000,12,1551289951120000000,1551289951180000000,1.9117886762,1.6963310386,0.4385530745,40000000,331.5316159240,0.0800000000,-0.2600000000,0.0000000000,8.1201624000,0.0000000000
1551289951148899000,12,1551289951140000000,1551289951200000000,1.9117886763,1.6963310393,0.4385530745,40000000,331.5316159240,0.1000000000,-0.2600000000,0.0000000000,8.1201624000,0.0000000000
1551289951169966000,12,1551289951160000000,1551289951220000000,1.9117886763,1.6963310398,0.4385530745,40000000,331.5316159240,0.0800000000,-0.2500000000,0.0000000000,8.1201624000,0.0000000000
1551289951188843000,12,1551289951180000000,1551289951240000000,1.9117886763,1.6963310401,0.4385530745,40000000,331.5316159240,0.0800000000,-0.2600000000,0.0000000000,8.1201624000,0.0000000000
1551289951208844000,12,1551289951200000000,1551289951260000000,1.9117886763,1.6963310404,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2500000000,0.0000000000,8.1318293000,0.0000000000
1551289951234081000,12,1551289951220000000,1551289951280000000,1.9117886763,1.6963310405,0.4385530745,40000000,331.5316159240,0.1000000000,-0.2600000000,0.0000000000,8.1201624000,0.0000000000
1551289951249002000,12,1551289951240000000,1551289951300000000,1.9117886763,1.6963310406,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2400000000,0.0000000000,8.1318293000,0.0000000000
1551289951268618000,12,1551289951260000000,1551289951320000000,1.9117886763,1.6963310407,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2500000000,0.0000000000,8.1201624000,0.0000000000
1551289951291888000,12,1551289951280000000,1551289951340000000,1.9117886763,1.6963310408,0.4385530745,40000000,331.5316159240,0.0800000000,-0.2400000000,0.0000000000,8.1201624000,0.0000000000
1551289951308995000,12,1551289951300000000,1551289951360000000,1.9117886763,1.6963310408,0.4385530745,40000000,331.5316159240,0.0700000000,-0.2300000000,0.0000000000,8.1318293000,0.0000000000
1551289951329408000,12,1551289951320000000,1551289951380000000,1.9117886763,1.6963310408,0.4385530745,40000000,331.5316159240,0.1000000000,-0.2400000000,0.0000000000,8.1201624000,0.0000000000
1551289951350042000,12,1551289951340000000,1551289951400000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2400000000,0.0000000000,8.1318293000,0.0000000000
1551289951368586999,12,1551289951360000000,1551289951420000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2500000000,0.0000000000,8.1201624000,0.0000000000
1551289951388785999,12,1551289951380000000,1551289951440000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.1000000000,-0.2500000000,0.0000000000,8.1201624000,0.0000000000
1551289951410123999,12,1551289951400000000,1551289951460000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.1000000000,-0.2500000000,0.0000000000,8.1318293000,0.0000000000
1551289951428619999,12,1551289951420000000,1551289951480000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.0800000000,-0.2400000000,0.0000000000,8.1201624000,0.0000000000
1551289951449811999,12,1551289951440000000,1551289951500000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2500000000,0.0000000000,8.1201624000,0.0000000000
1551289951469142999,12,1551289951460000000,1551289951520000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.0700000000,-0.2500000000,0.0000000000,8.1201624000,0.0000000000
1551289951489914999,12,1551289951480000000,1551289951540000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2700000000,0.0000000000,8.1201624000,0.0000000000
1551289951509791999,12,1551289951500000000,1551289951560000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.1000000000,-0.2500000000,0.0000000000,8.1318293000,0.0000000000
1551289951528807999,12,1551289951520000000,1551289951580000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2400000000,0.0000000000,8.1201624000,0.0000000000
1551289951549970999,12,1551289951540000000,1551289951600000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2500000000,0.0000000000,8.1318293000,0.0000000000
1551289951569806999,12,1551289951560000000,1551289951620000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.1000000000,-0.2400000000,0.0000000000,8.1318293000,0.0000000000
1551289951589833999,12,1551289951580000000,1551289951640000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.0700000000,-0.2400000000,0.0000000000,8.1318293000,0.0000000000
1551289951609913999,12,1551289951600000000,1551289951660000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2700000000,0.0000000000,8.1201624000,0.0000000000
1551289951629892999,12,1551289951620000000,1551289951680000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.1000000000,-0.2500000000,0.0000000000,8.1318293000,0.0000000000
1551289951649978999,12,1551289951640000000,1551289951700000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.1000000000,-0.2500000000,0.0000000000,8.1318293000,0.0000000000
1551289951668726999,12,1551289951660000000,1551289951720000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.0900000000,-0.2500000000,0.0000000000,8.1201624000,0.0000000000
1551289951688788999,12,1551289951680000000,1551289951740000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.1000000000,-0.2700000000,0.0000000000,8.1318293000,0.0000000000
1551289951708891999,12,1551289951700000000,1551289951760000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.0900000000,-0.2500000000,0.0000000000,8.1201624000,0.0000000000
1551289951729970999,12,1551289951720000000,1551289951780000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.1200000000,-0.2800000000,0.0000000000,8.1434962000,0.0000000000
1551289951750081999,12,1551289951740000000,1551289951800000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.0900000000,-0.2400000000,0.0000000000,8.1201624000,0.0000000000
1551289951770047999,12,1551289951760000000,1551289951820000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.1100000000,-0.2600000000,0.0000000000,8.1201624000,0.0000000000
1551289951793000999,12,1551289951780000000,1551289951840000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.1000000000,-0.2500000000,0.0000000000,8.1084955000,0.0000000000
1551289951813416998,12,1551289951800000000,1551289951860000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.0800000000,-0.2400000000,0.0000000000,8.1201624000,0.0000000000
1551289951829702998,12,1551289951820000000,1551289951880000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.1000000000,-0.2300000000,0.0000000000,8.1201624000,0.0000000000
1551289951849937998,12,1551289951840000000,1551289951900000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.1000000000,-0.2700000000,0.0000000000,8.1201624000,0.0000000000
1551289951870499998,12,1551289951860000000,1551289951920000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.1000000000,-0.2500000000,0.0000000000,8.1201624000,0.0000000000
1551289951889792998,12,1551289951880000000,1551289951940000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.0900000000,-0.2400000000,0.0000000000,8.1318293000,0.0000000000
1551289951909702998,12,1551289951900000000,1551289951960000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.0900000000,-0.2500000000,0.0000000000,8.1201624000,0.0000000000
1551289951929844998,12,1551289951920000000,1551289951980000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.0700000000,-0.2500000000,0.0000000000,8.1201624000,0.0000000000
1551289951949836998,12,1551289951940000000,1551289952000000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.1000000000,-0.2600000000,0.0000000000,8.1201624000,0.0000000000
1551289951970065998,12,1551289951960000000,1551289952020000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.1100000000,-0.2500000000,0.0000000000,8.1201624000,0.0000000000
1551289951989783998,12,1551289951980000000,1551289952040000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.1100000000,-0.2400000000,0.0000000000,8.1201624000,0.0000000000
1551289952010125000,12,1551289952000000000,1551289952060000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.1100000000,-0.2500000000,0.0000000000,8.1201624000,0.0000000000
1551289952029762000,12,1551289952020000000,1551289952080000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.0800000000,-0.2300000000,0.0000000000,8.1434962000,0.0000000000
1551289952051032000,12,1551289952040000000,1551289952100000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.0800000000,-0.2600000000,0.0000000000,8.1318293000,0.0000000000
1551289952070964000,12,1551289952060000000,1551289952120000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.0800000000,-0.2500000000,0.0000000000,8.1201624000,0.0000000000
1551289952089760000,12,1551289952080000000,1551289952140000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.1000000000,-0.2500000000,0.0000000000,8.1201624000,0.0000000000
1551289952110794000,12,1551289952100000000,1551289952160000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.1000000000,-0.2500000000,0.0000000000,8.1318293000,0.0000000000
1551289952130120000,12,1551289952120000000,1551289952180000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2600000000,0.0000000000,8.1201624000,0.0000000000
1551289952149818000,12,1551289952140000000,1551289952200000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.0900000000,-0.2400000000,0.0000000000,8.1201624000,0.0000000000
1551289952171255000,12,1551289952160000000,1551289952220000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.1000000000,-0.2600000000,0.0000000000,8.1201624000,0.0000000000
1551289952189866000,12,1551289952180000000,1551289952240000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.0700000000,-0.2600000000,0.0000000000,8.1201624000,0.0000000000
1551289952212566000,12,1551289952200000000,1551289952260000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.1000000000,-0.2600000000,0.0000000000,8.1201624000,0.0000000000
1551289952229964000,12,1551289952220000000,1551289952280000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.0800000000,-0.2400000000,0.0000000000,8.1318293000,0.0000000000
1551289952249506000,12,1551289952240000000,1551289952300000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.1100000000,-0.2300000000,0.0000000000,8.1201624000,0.0000000000
1551289952270084000,12,1551289952260000000,1551289952320000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.0500000000,-0.2600000000,0.0000000000,8.1201624000,0.0000000000
1551289952289613000,12,1551289952280000000,1551289952340000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.0800000000,-0.2400000000,0.0000000000,8.1201624000,0.0000000000
1551289952308828000,12,1551289952300000000,1551289952360000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2400000000,0.0000000000,8.1318293000,0.0000000000
1551289952328902000,12,1551289952320000000,1551289952380000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2500000000,0.0000000000,8.1318293000,0.0000000000
1551289952350122999,12,1551289952340000000,1551289952400000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2600000000,0.0000000000,8.1318293000,0.0000000000
1551289952370008000,12,1551289952360000000,1551289952420000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.1000000000,-0.2400000000,0.0000000000,8.1318293000,0.0000000000
1551289952388696999,12,1551289952380000000,1551289952440000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.1000000000,-0.2400000000,0.0000000000,8.1201624000,0.0000000000
1551289952408910999,12,1551289952400000000,1551289952460000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.1000000000,-0.2500000000,0.0000000000,8.1318293000,0.0000000000
1551289952429892999,12,1551289952420000000,1551289952480000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.0800000000,-0.2600000000,0.0000000000,8.1318293000,0.0000000000
1551289952448865999,12,1551289952440000000,1551289952500000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.1000000000,-0.2700000000,0.0000000000,8.1318293000,0.0000000000
1551289952468636999,12,1551289952460000000,1551289952520000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2500000000,0.0000000000,8.1318293000,0.0000000000
1551289952488758999,12,1551289952480000000,1551289952540000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.1100000000,-0.2400000000,0.0000000000,8.1201624000,0.0000000000
1551289952510241999,12,1551289952500000000,1551289952560000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.1000000000,-0.2500000000,0.0000000000,8.1201624000,0.0000000000
1551289952529922999,12,1551289952520000000,1551289952580000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.0900000000,-0.2500000000,0.0000000000,8.1318293000,0.0000000000
1551289952548828999,12,1551289952540000000,1551289952600000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2500000000,0.0000000000,8.1201624000,0.0000000000
1551289952569086999,12,1551289952560000000,1551289952620000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.0800000000,-0.2400000000,0.0000000000,8.1318293000,0.0000000000
1551289952589965999,12,1551289952580000000,1551289952640000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.0800000000,-0.2700000000,0.0000000000,8.1318293000,0.0000000000
1551289952608678999,12,1551289952600000000,1551289952660000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.1000000000,-0.2400000000,0.0000000000,8.1201624000,0.0000000000
1551289952628706999,12,1551289952620000000,1551289952680000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.0900000000,-0.2600000000,0.0000000000,8.1318293000,0.0000000000
1551289952648728999,12,1551289952640000000,1551289952700000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.1000000000,-0.2400000000,0.0000000000,8.1201624000,0.0000000000
1551289952668564999,12,1551289952660000000,1551289952720000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.1000000000,-0.2500000000,0.0000000000,8.1318293000,0.0000000000
1551289952689038999,12,1551289952680000000,1551289952740000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.1000000000,-0.2400000000,0.0000000000,8.1201624000,0.0000000000
1551289952708630999,12,1551289952700000000,1551289952760000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.1000000000,-0.2500000000,0.0000000000,8.1318293000,0.0000000000
1551289952728756999,12,1551289952720000000,1551289952780000000,1.9117886763,1.6963310409,0.4385530745,40000000,331.5316159240,0.1000000000,-0.2300000000,0.0000000000,8.1318293000,0.0000000000
1551289952749716999,12,1551289952740000000,1551289952800000000,1.9117886763,1.6963310409,0.4385530745,60000000,331.5316159240,0.1000000000,-0.2300000000,0.0000000000,8.1318293000,0.1100000000
