Table Name: vehicleObservation$RecordAll$domain0, Topic Name: vehicleObservation
Timestamp,vehicle_id,header.create_stamp.nanoseconds,header.valid_after_stamp.nanoseconds,pose.x,pose.y,pose.yaw
1551289952158526000,12,1551289952120000000,1551289952120000000,1.9117886763,1.6963310409,0.4385530745
1551289952181290000,12,1551289952140000000,1551289952140000000,1.9117886763,1.6963310409,0.4385530745
1551289952197924000,12,1551289952160000000,1551289952160000000,1.9117886763,1.6963310409,0.4385530745
1551289952216169000,12,1551289952180000000,1551289952180000000,1.9117886763,1.6963310409,0.4385530745
1551289952235887000,12,1551289952200000000,1551289952200000000,1.9117886763,1.6963310409,0.4385530745
1551289952258206000,12,1551289952220000000,1551289952220000000,1.9117886763,1.6963310409,0.4385530745
1551289952278808000,12,1551289952240000000,1551289952240000000,1.9117886763,1.6963310409,0.4385530745
1551289952293131000,12,1551289952260000000,1551289952260000000,1.9117886763,1.6963310409,0.4385530745
1551289952313636000,12,1551289952280000000,1551289952280000000,1.9117886763,1.6963310409,0.4385530745
1551289952337930000,12,1551289952300000000,1551289952300000000,1.9117886763,1.6963310409,0.4385530745
1551289952357043000,12,1551289952320000000,1551289952320000000,1.9117886763,1.6963310409,0.4385530745
1551289952373785999,12,1551289952340000000,1551289952340000000,1.9117886763,1.6963310409,0.4385530745
1551289952393696999,12,1551289952360000000,1551289952360000000,1.9117886763,1.6963310409,0.4385530745
1551289952420293999,12,1551289952380000000,1551289952380000000,1.9117886763,1.6963310409,0.4385530745
1551289952434791999,12,1551289952400000000,1551289952400000000,1.9117886763,1.6963310409,0.4385530745
1551289952452709999,12,1551289952420000000,1551289952420000000,1.9117886763,1.6963310409,0.4385530745
1551289952470831999,12,1551289952440000000,1551289952440000000,1.9117886763,1.6963310409,0.4385530745
1551289952494041999,12,1551289952460000000,1551289952460000000,1.9117886763,1.6963310409,0.4385530745
1551289952516309999,12,1551289952480000000,1551289952480000000,1.9117886763,1.6963310409,0.4385530745
1551289952532987999,12,1551289952500000000,1551289952500000000,1.9117886763,1.6963310409,0.4385530745
1551289952552849999,12,1551289952520000000,1551289952520000000,1.9117886763,1.6963310409,0.4385530745
1551289952576203999,12,1551289952540000000,1551289952540000000,1.9117886763,1.6963310409,0.4385530745
1551289952592728999,12,1551289952560000000,1551289952560000000,1.9117886763,1.6963310409,0.4385530745
1551289952613128999,12,1551289952580000000,1551289952580000000,1.9117886763,1.6963310409,0.4385530745
1551289952634084999,12,1551289952600000000,1551289952600000000,1.9117886763,1.6963310409,0.4385530745
1551289952653139999,12,1551289952620000000,1551289952620000000,1.9117886763,1.6963310409,0.4385530745
1551289952670606999,12,1551289952640000000,1551289952640000000,1.9117886763,1.6963310409,0.4385530745
1551289952690509999,12,1551289952660000000,1551289952660000000,1.9117886763,1.6963310409,0.4385530745
1551289952712802999,12,1551289952680000000,1551289952680000000,1.9117886763,1.6963310409,0.4385530745
1551289952737580999,12,1551289952700000000,1551289952700000000,1.9117886763,1.6963310409,0.4385530745
1551289952750993999,12,1551289952720000000,1551289952720000000,1.9117886763,1.6963310409,0.4385530745
1551289952770758998,12,1551289952740000000,1551289952740000000,1.9117886763,1.6963310409,0.4385530745
1551289952792436998,12,1551289952760000000,1551289952760000000,1.9117886763,1.6963310409,0.4385530745
1551289952811126999,12,1551289952780000000,1551289952780000000,1.9117886763,1.6963310409,0.4385530745
1551289952826419998,12,1551289952800000000,1551289952800000000,1.9117886763,1.6963310409,0.4385530745
1551289952854471998,12,1551289952820000000,1551289952820000000,1.9117886763,1.6963310409,0.4385530745
1551289952873240998,12,1551289952840000000,1551289952840000000,1.9117886763,1.6963310409,0.4385530745
1551289952893348998,12,1551289952860000000,1551289952860000000,1.9117886763,1.6963310409,0.4385530745
1551289952909278998,12,1551289952880000000,1551289952880000000,1.9117886763,1.6963310409,0.4385530745
1551289952928930998,12,1551289952900000000,1551289952900000000,1.9117886763,1.6963310409,0.4385530745
1551289952948186998,12,1551289952920000000,1551289952920000000,1.9117886763,1.6963310409,0.4385530745
1551289952972557998,12,1551289952940000000,1551289952940000000,1.9117886763,1.6963310409,0.4385530745
1551289952990028998,12,1551289952960000000,1551289952960000000,1.9117886763,1.6963310409,0.4385530745
1551289953012686000,12,1551289952980000000,1551289952980000000,1.9117886763,1.6963310409,0.4385530745
1551289953026019000,12,1551289953000000000,1551289953000000000,1.9117886763,1.6963310409,0.4385530745
1551289953050210000,12,1551289953020000000,1551289953020000000,1.9117886763,1.6963310409,0.4385530745
1551289953070457000,12,1551289953040000000,1551289953040000000,1.9117886763,1.6963310409,0.4385530745
1551289953089077000,12,1551289953060000000,1551289953060000000,1.9117886763,1.6963310409,0.4385530745
1551289953109072000,12,1551289953080000000,1551289953080000000,1.9117886763,1.6963310409,0.4385530745
1551289953136993000,12,1551289953100000000,1551289953100000000,1.9117886763,1.6963310409,0.4385530745
1551289953150466000,12,1551289953120000000,1551289953120000000,1.9117886763,1.6963310409,0.4385530745
1551289953165528000,12,1551289953140000000,1551289953140000000,1.9117886763,1.6963310409,0.4385530745
1551289953186031000,12,1551289953160000000,1551289953160000000,1.9117886763,1.6963310409,0.4385530745
1551289953205266000,12,1551289953160000000,1551289953160000000,1.9117886763,1.6963310409,0.4385530745
1551289953222150000,12,1551289953180000000,1551289953180000000,1.9117886763,1.6963310409,0.4385530745
1551289953246209000,12,1551289953200000000,1551289953200000000,1.9117886763,1.6963310409,0.4385530745
1551289953262260000,12,1551289953220000000,1551289953220000000,1.9117886763,1.6963310409,0.4385530745
1551289953282730000,12,1551289953240000000,1551289953240000000,1.9117886763,1.6963310409,0.4385530745
1551289953303947000,12,1551289953260000000,1551289953260000000,1.9117886763,1.6963310409,0.4385530745
1551289953321184000,12,1551289953280000000,1551289953280000000,1.9117886763,1.6963310409,0.4385530745
1551289953341877000,12,1551289953300000000,1551289953300000000,1.9117886763,1.6963310409,0.4385530745
1551289953361809000,12,1551289953320000000,1551289953320000000,1.9117886763,1.6963310409,0.4385530745
1551289953382715999,12,1551289953340000000,1551289953340000000,1.9117886763,1.6963310409,0.4385530745
1551289953398464999,12,1551289953360000000,1551289953360000000,1.9117886763,1.6963310409,0.4385530745
1551289953419905999,12,1551289953380000000,1551289953380000000,1.9117886763,1.6963310409,0.4385530745
1551289953438209999,12,1551289953400000000,1551289953400000000,1.9117886763,1.6963310409,0.4385530745
1551289953459756999,12,1551289953420000000,1551289953420000000,1.9117886763,1.6963310409,0.4385530745
1551289953477846999,12,1551289953440000000,1551289953440000000,1.9117886763,1.6963310409,0.4385530745
1551289953497844999,12,1551289953460000000,1551289953460000000,1.9117886763,1.6963310409,0.4385530745
1551289953521504999,12,1551289953480000000,1551289953480000000,1.9117886763,1.6963310409,0.4385530745
1551289953538838999,12,1551289953500000000,1551289953500000000,1.9117886763,1.6963310409,0.4385530745
1551289953557558999,12,1551289953520000000,1551289953520000000,1.9117496985,1.6953556162,0.4385530745
1551289953576949999,12,1551289953540000000,1551289953540000000,1.9117886763,1.6963310409,0.4385530745
1551289953598151999,12,1551289953560000000,1551289953560000000,1.9117886763,1.6963310409,0.4385530745
1551289953616107999,12,1551289953580000000,1551289953580000000,1.9117886763,1.6963310409,0.4385530745
1551289953636605999,12,1551289953600000000,1551289953600000000,1.9117886763,1.6963310409,0.4385530745
1551289953657799999,12,1551289953620000000,1551289953620000000,1.9117886763,1.6963310409,0.4385530745
1551289953677116999,12,1551289953640000000,1551289953640000000,1.9117496985,1.6953556162,0.4385530745
1551289953696112999,12,1551289953660000000,1551289953660000000,1.9117886763,1.6963310409,0.4385530745
1551289953715923999,12,1551289953680000000,1551289953680000000,1.9117886763,1.6963310409,0.4385530745
1551289953736178999,12,1551289953700000000,1551289953700000000,1.9117886763,1.6963310409,0.4385530745
1551289953756942998,12,1551289953720000000,1551289953720000000,1.9117886763,1.6963310409,0.4385530745
1551289953774436999,12,1551289953740000000,1551289953740000000,1.9117886763,1.6963310409,0.4385530745
1551289953799954998,12,1551289953760000000,1551289953760000000,1.9117886763,1.6963310409,0.4385530745
1551289953815964998,12,1551289953780000000,1551289953780000000,1.9117886763,1.6963310409,0.4385530745
1551289953833138998,12,1551289953800000000,1551289953800000000,1.9117886763,1.6963310409,0.4385530745
1551289953854316998,12,1551289953820000000,1551289953820000000,1.9117886763,1.6963310409,0.4385530745
1551289953877618998,12,1551289953840000000,1551289953840000000,1.9117886763,1.6963310409,0.4385530745
1551289953893356998,12,1551289953860000000,1551289953860000000,1.9117886763,1.6963310409,0.4385530745
1551289953917659998,12,1551289953880000000,1551289953880000000,1.9117886763,1.6963310409,0.4385530745
1551289953936891998,12,1551289953900000000,1551289953900000000,1.9117886763,1.6963310409,0.4385530745
1551289953958481998,12,1551289953920000000,1551289953920000000,1.9117886763,1.6963310409,0.4385530745
1551289953974761998,12,1551289953940000000,1551289953940000000,1.9117886763,1.6963310409,0.4385530745
1551289954001623000,12,1551289953960000000,1551289953960000000,1.9117886763,1.6963310409,0.4385530745
1551289954012623000,12,1551289953980000000,1551289953980000000,1.9117886763,1.6963310409,0.4385530745
1551289954033302000,12,1551289954000000000,1551289954000000000,1.9117886763,1.6963310409,0.4385530745
1551289954056183000,12,1551289954020000000,1551289954020000000,1.9117886763,1.6963310409,0.4385530745
1551289954075953000,12,1551289954040000000,1551289954040000000,1.9117886763,1.6963310409,0.4385530745
1551289954096927000,12,1551289954060000000,1551289954060000000,1.9119360842,1.6960150016,0.4343003134
1551289954113242000,12,1551289954080000000,1551289954080000000,1.9133552175,1.6970639427,0.4494634526
1551289954135239000,12,1551289954100000000,1551289954100000000,1.9133552175,1.6970639427,0.4494634526
1551289954157091000,12,1551289954120000000,1551289954120000000,1.9133552175,1.6970639427,0.4494634526
1551289954174124000,12,1551289954140000000,1551289954140000000,1.9137786110,1.6972310981,0.4385511271
1551289954195097000,12,1551289954160000000,1551289954160000000,1.9157683674,1.6981316031,0.4385523848
1551289954212951000,12,1551289954180000000,1551289954180000000,1.9157683674,1.6981316031,0.4385523848
1551289954230973000,12,1551289954200000000,1551289954200000000,1.9159157760,1.6978155617,0.4342995969
1551289954253752000,12,1551289954220000000,1551289954220000000,1.9177582663,1.6990316441,0.4385504374
1551289954275169000,12,1551289954240000000,1551289954240000000,1.9179446295,1.6996909966,0.4342976464
1551289954292628000,12,1551289954260000000,1551289954260000000,1.9197479870,1.6999321329,0.4385516951
1551289954310569000,12,1551289954280000000,1551289954280000000,1.9217378502,1.7008321577,0.4385497477
1551289954334479000,12,1551289954300000000,1551289954300000000,1.9231892659,1.7008223680,0.4258225458
1551289954353233000,12,1551289954320000000,1551289954320000000,1.9234976293,1.7022186711,0.4451080052
1551289954372283999,12,1551289954340000000,1551289954340000000,1.9259036971,1.7032919565,0.4342962134
1551289954388955999,12,1551289954360000000,1551289954360000000,1.9296968032,1.7044330878,0.4385483683
1551289954416480999,12,1551289954380000000,1551289954380000000,1.9316864166,1.7053335281,0.4385496260
1551289954433028999,12,1551289954400000000,1551289954400000000,1.9337150677,1.7072088373,0.4385476787
1551289954453488999,12,1551289954420000000,1551289954420000000,1.9358522085,1.7077927470,0.4342928300
1551289954473260999,12,1551289954440000000,1551289954440000000,1.9400626933,1.7090901138,0.4275409893
1551289954495847999,12,1551289954460000000,1551289954460000000,1.9418209739,1.7104934880,0.4342933475
1551289954509290999,12,1551289954480000000,1551289954480000000,1.9456527014,1.7126098466,0.4385456096
1551289954529359999,12,1551289954500000000,1551289954500000000,1.9490931867,1.7135006919,0.4258276514
1551289954553701999,12,1551289954520000000,1551289954520000000,1.9518075978,1.7159692114,0.4342899641
1551289954573243999,12,1551289954540000000,1551289954540000000,1.9556003179,1.7171102373,0.4385422829
1551289954592966999,12,1551289954560000000,1551289954560000000,1.9581212443,1.7179151137,0.4241725593
1551289954613464999,12,1551289954580000000,1551289954580000000,1.9620995902,1.7197163622,0.4241864491
1551289954628960999,12,1551289954600000000,1551289954600000000,1.9659649201,1.7217665585,0.4275344874
1551289954648785999,12,1551289954620000000,1551289954620000000,1.9689872030,1.7225022288,0.4258330828
1551289954667000999,12,1551289954640000000,1551289954640000000,1.9717016160,1.7249699164,0.4342863817
1551289954683166999,12,1551289954660000000,1551289954660000000,1.9756802052,1.7267699604,0.4342856652
1551289954710298999,12,1551289954680000000,1551289954680000000,1.9796587228,1.7285699720,0.4342849488
1551289954725271999,12,1551289954700000000,1551289954700000000,1.9829507528,1.7297777022,0.4258349296
1551289954748050999,12,1551289954720000000,1551289954720000000,1.9869290763,1.7315777839,0.4258360159
1551289954769378998,12,1551289954740000000,1551289954740000000,1.9900152013,1.7332316823,0.4233790413
1551289954784168999,12,1551289954760000000,1551289954760000000,1.9952176475,1.7344358563,0.4159242482
1551289954812112998,12,1551289954760000000,1551289954760000000,1.9997814913,1.7370665122,0.4275296211
1551289954826341998,12,1551289954780000000,1551289954780000000,2.0037595810,1.7388663265,0.4275288632
1551289954845000998,12,1551289954800000000,1551289954800000000,2.0077375993,1.7406661084,0.4275281054
1551289954868991998,12,1551289954820000000,1551289954820000000,2.0117155460,1.7424658579,0.4275273475
1551289954884278998,12,1551289954840000000,1551289954840000000,2.0156934213,1.7442655752,0.4275265896
1551289954905848998,12,1551289954860000000,1551289954860000000,2.0187143779,1.7450025695,0.4258486173
1551289954922511998,12,1551289954880000000,1551289954880000000,2.0230629418,1.7470350122,0.4159310502
1551289954942346998,12,1551289954900000000,1551289954900000000,2.0270405550,1.7488347622,0.4159320219
1551289954963095998,12,1551289954920000000,1551289954920000000,2.0296540352,1.7515390539,0.4275223617
1551289954986401998,12,1551289954940000000,1551289954940000000,2.0336315739,1.7533386102,0.4275216038
1551289955003308000,12,1551289954960000000,1551289954960000000,2.0375705354,1.7541632153,0.4275208460
1551289955018530000,12,1551289954980000000,1551289954980000000,2.0415864367,1.7569376258,0.4275200882
1551289955049061000,12,1551289955000000000,1551289955000000000,2.0457808762,1.7593170158,0.4222357461
1551289955064445000,12,1551289955020000000,1551289955020000000,2.0493437155,1.7598769178,0.4052263388
1551289955078293000,12,1551289955040000000,1551289955040000000,2.0533208950,1.7616762874,0.4052254544
1551289955101258000,12,1551289955060000000,1551289955060000000,2.0572980031,1.7634756247,0.4052245699
1551289955123024000,12,1551289955080000000,1551289955080000000,2.0612750398,1.7652749296,0.4052236854
1551289955142119000,12,1551289955100000000,1551289955100000000,2.0642551763,1.7671626550,0.4058987719
1551289955162530000,12,1551289955120000000,1551289955120000000,2.0682320240,1.7689620270,0.4058996300
1551289955181587000,12,1551289955140000000,1551289955140000000,2.0734904365,1.7710670017,0.3975316592
1551289955200731000,12,1551289955160000000,1551289955160000000,2.0774666957,1.7728672958,0.3975457743
1551289955217405000,12,1551289955180000000,1551289955180000000,2.0817289113,1.7750457737,0.3896858240
1551289955242262000,12,1551289955200000000,1551289955200000000,2.0864906192,1.7772657174,0.3957355121
1551289955262446000,12,1551289955220000000,1551289955220000000,2.0901418067,1.7798324381,0.4059024188
1551289955278397000,12,1551289955240000000,1551289955240000000,2.0953972513,1.7819428856,0.3976106242
1551289955299674000,12,1551289955260000000,1551289955260000000,2.0993731025,1.7837429863,0.3976247379
1551289955318619000,12,1551289955280000000,1551289955280000000,2.1054542337,1.7861618355,0.3939302160
1551289955338163000,12,1551289955300000000,1551289955300000000,2.1095631088,1.7876394839,0.3896905823
1551289955357804000,12,1551289955320000000,1551289955320000000,2.1153561878,1.7896846025,0.3939293488
1551289955384194000,12,1551289955340000000,1551289955340000000,2.1192512871,1.7927430050,0.3976953028
1551289955401518999,12,1551289955360000000,1551289955360000000,2.1240880431,1.7947743887,0.4012702151
1551289955420738999,12,1551289955380000000,1551289955380000000,2.1294425354,1.7966340216,0.3896939812
1551289955438858999,12,1551289955400000000,1551289955400000000,2.1353677892,1.7983579578,0.3896969095
1551289955457492999,12,1551289955420000000,1551289955420000000,2.1393690698,1.8011614870,0.3900963682
1551289955480452999,12,1551289955440000000,1551289955440000000,2.1456785820,1.8030036093,0.3788381807
1551289955500386999,12,1551289955460000000,1551289955460000000,2.1501051516,1.8060485678,0.3957474406
1551289955516933999,12,1551289955480000000,1551289955480000000,2.1552708158,1.8083557144,0.3900925226
1551289955536830999,12,1551289955500000000,1551289955500000000,2.1615799027,1.8101976255,0.3788341244
1551289955556083999,12,1551289955520000000,1551289955520000000,2.1675045124,1.8119210692,0.3788340520
1551289955580569999,12,1551289955540000000,1551289955540000000,2.1722623641,1.8152278523,0.3863461457
1551289955593630999,12,1551289955560000000,1551289955560000000,2.1772119652,1.8169887409,0.3863461457
1551289955613527999,12,1551289955580000000,1551289955580000000,2.1834043218,1.8191144360,0.3788299958
